
2024/05/07 (11:15:56) | ===> btop++ v.1.3.2
2024/05/07 (11:59:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:59:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:00:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:01:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:02:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (12:03:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
